order_id,order_date,region,city,product_id,units_sold,revenue,profit,customer_type,channel
5037,2025-11-14,North,Jonathanview,7,9,81.9,38.25,New,Online
5038,2025-06-26,West,Michaelside,18,7,33.67,19.32,New,Online
5039,2025-01-24,South,Port Robertside,10,5,48.8,26.2,Returning,Retail
5040,2024-09-14,South,Lisafort,3,4,14.76,8.72,Returning,Online
5041,2024-08-23,East,New Jennifer,3,6,22.14,13.08,New,Retail
5042,2024-05-11,North,Wongmouth,14,6,46.2,20.52,Returning,Retail
5043,2024-10-11,North,Malloryside,11,2,5.92,2.28,Returning,Retail
5044,2025-02-19,East,Rileyhaven,23,5,15.85,8.45,New,Retail
5045,2024-01-30,North,Fredville,5,1,3.5,1.64,New,Retail
5046,2024-09-23,North,Lindseyfort,13,5,25.2,9.15,New,Online
5047,2024-08-16,North,Robertbury,14,4,30.8,13.68,Returning,Online
5048,2024-06-25,South,Johnton,12,3,17.52,7.56,New,Online
5049,2024-06-03,East,Brockland,13,8,40.32,14.64,Returning,Retail
5050,2024-07-10,West,East Kathyshire,8,7,17.08,8.05,New,Online
5051,2024-10-28,North,Katiefurt,7,4,36.4,17.0,Returning,Retail
5052,2025-06-05,South,New Jill,5,8,28.0,13.12,New,Online
5053,2024-07-21,West,South Joseph,17,4,18.48,10.96,New,Online
5054,2024-12-20,West,New Charles,16,3,6.69,3.75,Returning,Online
5055,2024-05-02,East,Velazquezstad,6,6,17.4,10.32,Returning,Online
5056,2024-10-28,South,Darrenhaven,20,5,20.55,10.75,Returning,Online
5057,2024-10-02,North,Wallaceview,5,6,21.0,9.84,Returning,Online
5058,2024-04-03,East,Bishopton,3,6,22.14,13.08,Returning,Retail
5059,2025-03-31,South,Johnsonbury,23,4,12.68,6.76,Returning,Retail
5060,2025-02-24,North,Dyerberg,25,5,47.05,25.3,New,Online
5061,2025-02-21,South,South Markmouth,12,9,52.56,22.68,New,Retail
5062,2025-11-16,North,Whiteheadtown,11,9,26.64,10.26,New,Retail
5063,2025-07-16,South,Hudsonburgh,23,7,22.19,11.83,Returning,Retail
5064,2025-03-26,North,New Susan,2,4,22.52,13.4,Returning,Online
5065,2025-08-01,North,East Ambertown,21,5,33.55,19.25,New,Online
5066,2025-04-12,South,Bryanborough,9,5,14.05,4.95,New,Retail
5067,2025-12-12,South,North Christina,10,13,126.88,68.12,Returning,Retail
5068,2025-05-12,North,North Danielton,15,9,31.86,14.85,Returning,Retail
5069,2025-10-18,South,Moralesview,20,8,32.88,17.2,New,Online
5070,2024-04-21,West,Albertchester,14,3,23.1,10.26,Returning,Retail
5071,2024-10-14,South,East Gabriel,3,1,3.69,2.18,Returning,Online
5072,2025-10-19,North,Hayesbury,3,5,18.45,10.9,Returning,Online
5073,2024-09-28,West,East Joseph,4,5,40.8,18.15,New,Online
5074,2025-09-01,South,Hornburgh,25,7,65.87,35.42,New,Retail
5075,2024-02-25,West,North Ashleyside,4,3,24.48,10.89,New,Online
5076,2024-12-10,South,Mooremouth,12,12,70.08,30.24,Returning,Retail
5077,2025-08-20,North,Lake William,15,3,10.62,4.95,New,Online
5078,2024-06-04,North,Fitzgeraldchester,23,7,22.19,11.83,Returning,Retail
5079,2025-03-26,South,East Michaelberg,20,5,20.55,10.75,New,Online
5080,2025-12-01,South,Wilsonton,1,4,17.04,10.08,Returning,Retail
5081,2025-01-24,East,South Douglasville,13,7,35.28,12.81,New,Retail
5082,2024-11-22,South,Rickyburgh,14,4,30.8,13.68,New,Online
5083,2025-08-28,South,Cynthiatown,14,8,61.6,27.36,New,Retail
5084,2025-03-22,West,Charlesborough,1,8,34.08,20.16,New,Retail
5085,2025-07-01,North,New Coltonland,3,3,11.07,6.54,Returning,Online
5086,2024-10-06,South,North Whitney,8,7,17.08,8.05,New,Online
5087,2025-09-24,North,Kennedybury,7,3,27.3,12.75,New,Online
5088,2024-04-28,South,Batestown,1,7,29.82,17.64,New,Online
5089,2025-06-10,West,Reginaldhaven,5,10,35.0,16.4,Returning,Online
5090,2024-01-26,North,Lake Adam,25,7,65.87,35.42,New,Online
5091,2025-09-09,East,Christopherbury,14,4,30.8,13.68,Returning,Online
5092,2024-01-01,South,East Dawn,4,9,73.44,32.67,Returning,Online
5093,2024-07-13,West,New Normanton,23,7,22.19,11.83,New,Online
5094,2025-01-27,East,Sharonborough,10,4,39.04,20.96,New,Retail
5095,2024-08-10,North,Strongchester,3,6,22.14,13.08,Returning,Retail
5096,2024-02-11,North,Port Jamesside,9,2,5.62,1.98,New,Online
5097,2025-12-10,South,South Feliciaton,21,3,20.13,11.55,New,Retail
5098,2024-12-09,East,Geraldburgh,23,4,12.68,6.76,Returning,Retail
5099,2024-12-14,North,Martinview,12,6,35.04,15.12,Returning,Online
5100,2025-01-02,West,Deborahshire,9,4,11.24,3.96,New,Retail
5101,2025-06-17,South,Mossland,9,12,33.72,11.88,Returning,Retail
5102,2024-05-20,North,Sonyamouth,17,4,18.48,10.96,New,Online
5103,2025-09-12,South,North Robin,9,3,8.43,2.97,Returning,Online
5104,2025-02-14,North,Wilsonmouth,18,5,24.05,13.8,New,Retail
5105,2024-04-04,South,New Deannahaven,14,4,30.8,13.68,Returning,Online
5106,2025-02-16,North,East Tamarachester,9,5,14.05,4.95,Returning,Retail
5107,2024-10-26,East,West Gregory,16,4,8.92,5.0,Returning,Retail
5108,2025-10-19,West,Mcdanielland,1,2,8.52,5.04,New,Retail
5109,2025-08-11,West,Gonzalezberg,12,7,40.88,17.64,Returning,Online
5110,2024-07-06,West,New Troy,24,3,14.58,7.35,New,Retail
5111,2025-11-24,West,Johnsonmouth,15,6,21.24,9.9,New,Retail
5112,2024-10-12,South,Kimberlyville,10,6,58.56,31.44,New,Retail
5113,2025-03-12,West,Matthewchester,3,5,18.45,10.9,New,Online
5114,2024-06-04,North,East Robin,11,9,26.64,10.26,Returning,Online
5115,2024-05-14,North,Cooperton,21,6,40.26,23.1,Returning,Online
5116,2025-10-01,South,South Gail,6,5,14.5,8.6,New,Online
5117,2025-03-18,East,Fullermouth,22,5,26.25,13.35,Returning,Retail
5118,2025-12-29,North,Baileymouth,12,6,35.04,15.12,New,Online
5119,2024-06-04,North,Tammyview,8,2,4.88,2.3,Returning,Retail
5120,2025-12-17,East,Garnerburgh,20,6,24.66,12.9,Returning,Retail
5121,2025-01-23,North,New Cynthia,14,8,61.6,27.36,Returning,Retail
5122,2025-03-30,East,Valenzuelastad,14,3,23.1,10.26,New,Online
5123,2025-10-15,East,West Karen,17,8,36.96,21.92,New,Retail
5124,2025-11-29,West,Port Manuelton,4,7,57.12,25.41,Returning,Retail
5125,2025-07-16,West,East Paul,12,8,46.72,20.16,New,Online
5126,2024-03-09,South,Adkinshaven,7,5,45.5,21.25,New,Retail
5127,2024-07-21,West,West Glendafort,1,2,8.52,5.04,New,Retail
5128,2024-07-28,South,North Brandonhaven,6,7,20.3,12.04,New,Online
5129,2024-06-08,North,Wilsonshire,14,2,15.4,6.84,Returning,Online
5130,2024-09-13,South,Campbellland,22,1,5.25,2.67,Returning,Retail
5131,2024-08-23,West,East Courtney,16,3,6.69,3.75,Returning,Online
5132,2025-07-27,South,West Kennethhaven,12,8,46.72,20.16,New,Online
5133,2024-03-20,North,New Dylanberg,14,4,30.8,13.68,Returning,Retail
5134,2024-08-26,North,Port Nathan,2,6,33.78,20.1,Returning,Retail
5135,2024-02-13,West,Whiteport,21,4,26.84,15.4,New,Online
5136,2025-09-11,East,Raymondstad,12,2,11.68,5.04,New,Online
5137,2025-03-16,South,Josephberg,9,8,22.48,7.92,Returning,Online
5138,2025-09-19,North,Gonzalesville,16,5,11.15,6.25,Returning,Online
5139,2025-02-25,South,West Janeport,9,1,2.81,0.99,New,Online
5140,2025-09-29,East,Vincentfurt,9,4,11.24,3.96,New,Retail
5141,2024-08-15,South,Julieland,9,11,30.91,10.89,New,Retail
5142,2024-09-19,East,East Robin,12,3,17.52,7.56,New,Online
5143,2025-03-13,West,Lake John,6,7,20.3,12.04,New,Online
5144,2024-12-14,North,Morganfort,14,7,53.9,23.94,Returning,Retail
5145,2025-01-05,South,Emilyberg,9,7,19.67,6.93,Returning,Retail
5146,2025-05-17,South,Brittanytown,2,7,39.41,23.45,Returning,Online
5147,2024-07-06,South,Kevinview,1,3,12.78,7.56,New,Online
5148,2025-06-22,North,North Michaelaland,7,8,72.8,34.0,Returning,Retail
5149,2025-06-14,East,Port Johnbury,2,8,45.04,26.8,Returning,Retail
5150,2025-10-31,West,West Scott,3,3,11.07,6.54,Returning,Retail
5151,2025-03-02,South,North Daniellefort,25,3,28.23,15.18,New,Online
5152,2025-09-15,West,West Dominic,13,6,30.24,10.98,Returning,Online
5153,2025-12-26,North,Port Travisbury,25,6,56.46,30.36,Returning,Online
5154,2025-11-09,North,West Michaelmouth,11,6,17.76,6.84,Returning,Retail
5155,2024-06-17,East,North Amber,7,6,54.6,25.5,Returning,Retail
5156,2024-11-21,South,Salinasside,21,7,46.97,26.95,Returning,Retail
5157,2025-08-18,North,Jenniferfurt,7,4,36.4,17.0,Returning,Retail
5158,2024-03-02,West,Justinmouth,5,8,28.0,13.12,New,Online
5159,2025-12-13,West,Lake Stacy,5,4,14.0,6.56,New,Retail
5160,2024-07-01,South,Walterborough,8,2,4.88,2.3,New,Retail
5161,2024-04-12,West,Port Jon,23,6,19.02,10.14,New,Retail
5162,2024-07-11,South,New Debra,13,3,15.12,5.49,Returning,Online
5163,2025-02-26,South,South Christianborough,22,6,31.5,16.02,New,Online
5164,2025-04-01,North,Jeffreyport,12,7,40.88,17.64,Returning,Online
5165,2025-12-25,West,Joshuamouth,20,10,41.1,21.5,New,Online
5166,2025-03-31,North,New Crystaltown,9,5,14.05,4.95,New,Online
5167,2024-11-20,East,Blakehaven,6,9,26.1,15.48,Returning,Retail
5168,2024-07-19,West,Contrerasberg,22,6,31.5,16.02,Returning,Online
5169,2025-02-09,South,South Christopher,20,7,28.77,15.05,New,Online
5170,2024-07-09,North,Port Jamesborough,23,4,12.68,6.76,Returning,Retail
5171,2024-01-09,South,Brittanyhaven,19,5,29.15,14.25,Returning,Online
5172,2024-07-27,West,Lopezberg,8,8,19.52,9.2,New,Retail
5173,2025-04-24,North,West Donna,2,9,50.67,30.15,Returning,Retail
5174,2024-07-08,East,North Stephaniestad,5,7,24.5,11.48,Returning,Retail
5175,2025-04-18,East,Angelaville,12,10,58.4,25.2,Returning,Retail
5176,2025-01-11,North,Jeremyburgh,1,3,12.78,7.56,New,Online
5177,2025-04-13,North,North Michaelchester,5,3,10.5,4.92,New,Online
5178,2024-01-09,South,Lake Joseph,25,3,28.23,15.18,New,Online
5179,2024-03-08,North,Barbaramouth,16,5,11.15,6.25,New,Online
5180,2025-04-28,North,Amyshire,4,6,48.96,21.78,Returning,Online
5181,2025-07-03,North,Catherineborough,10,8,78.08,41.92,Returning,Retail
5182,2025-05-30,South,Port Tara,17,6,27.72,16.44,Returning,Online
5183,2025-07-07,North,Carlaburgh,2,5,28.15,16.75,Returning,Online
5184,2025-05-27,West,Port Victoriaton,23,4,12.68,6.76,Returning,Online
5185,2025-08-22,East,South Melissa,4,5,40.8,18.15,Returning,Retail
5186,2024-12-28,South,Millerton,9,7,19.67,6.93,Returning,Retail
5187,2025-03-31,South,Alanstad,3,6,22.14,13.08,New,Online
5188,2024-03-20,West,West Brianmouth,18,4,19.24,11.04,New,Retail
5189,2024-01-22,South,Shelbyfurt,4,6,48.96,21.78,Returning,Online
5190,2024-10-11,South,Jilltown,23,5,15.85,8.45,New,Online
5191,2025-08-03,North,North Kevinfort,3,6,22.14,13.08,New,Online
5192,2025-05-28,West,Lake Victoria,11,7,20.72,7.98,Returning,Online
5193,2025-10-25,East,West Savannahville,23,5,15.85,8.45,Returning,Retail
5194,2024-01-12,South,East Jeffreyhaven,15,7,24.78,11.55,New,Online
5195,2024-01-17,East,North Brucebury,4,3,24.48,10.89,New,Online
5196,2024-02-27,South,Kaufmanshire,22,5,26.25,13.35,New,Online
5197,2024-09-16,East,Lopezside,25,3,28.23,15.18,Returning,Online
5198,2024-02-03,West,North Elizabethport,23,13,41.21,21.97,Returning,Retail
5199,2024-11-03,East,New Richard,17,4,18.48,10.96,New,Online
5200,2025-08-02,East,New David,21,2,13.42,7.7,Returning,Retail
5201,2025-03-26,North,New Shawn,24,8,38.88,19.6,Returning,Online
5202,2025-03-21,West,North David,20,2,8.22,4.3,New,Online
5203,2024-03-30,East,Jameston,25,2,18.82,10.12,New,Online
5204,2025-05-29,North,New Jessica,24,7,34.02,17.15,Returning,Retail
5205,2024-05-05,South,South Michael,15,8,28.32,13.2,Returning,Retail
5206,2024-03-03,South,New Michael,24,6,29.16,14.7,New,Retail
5207,2025-03-20,South,Barbershire,23,4,12.68,6.76,New,Online
5208,2025-06-20,South,East Michael,7,4,36.4,17.0,Returning,Retail
5209,2025-08-28,West,Lisaland,11,3,8.88,3.42,New,Online
5210,2024-01-20,South,South Elizabeth,15,3,10.62,4.95,Returning,Online
5211,2024-12-28,North,North Denise,16,15,33.45,18.75,New,Retail
5212,2024-07-14,West,Robertsville,15,7,24.78,11.55,New,Online
5213,2024-01-14,North,Benjaminside,15,5,17.7,8.25,Returning,Online
5214,2024-05-23,North,Lake Keithtown,12,1,5.84,2.52,New,Online
5215,2024-05-02,South,Port Hannah,20,7,28.77,15.05,Returning,Online
5216,2024-07-20,South,North Margaretshire,22,3,15.75,8.01,Returning,Retail
5217,2024-09-04,South,Alexanderborough,23,5,15.85,8.45,New,Retail
5218,2025-11-18,West,Richardstown,4,10,81.6,36.3,New,Retail
5219,2024-02-07,East,Hardyshire,9,9,25.29,8.91,Returning,Online
5220,2025-03-29,South,New Kelly,16,6,13.38,7.5,Returning,Online
5221,2024-09-30,South,New Kenneth,20,4,16.44,8.6,Returning,Retail
5222,2024-01-15,East,North Sethport,18,4,19.24,11.04,Returning,Retail
5223,2024-01-20,West,Natashahaven,17,5,23.1,13.7,New,Retail
5224,2025-08-03,North,Port Carla,6,5,14.5,8.6,New,Online
5225,2024-06-24,North,Port David,4,6,48.96,21.78,New,Retail
5226,2024-09-15,West,Wheelertown,15,5,17.7,8.25,New,Retail
5227,2025-03-15,East,West Julie,9,2,5.62,1.98,New,Retail
5228,2024-03-19,North,Michelleview,24,7,34.02,17.15,New,Retail
5229,2025-09-02,West,Robertatown,17,3,13.86,8.22,New,Retail
5230,2025-11-09,East,Rodriguezburgh,6,9,26.1,15.48,Returning,Retail
5231,2024-06-21,South,Michelleshire,14,7,53.9,23.94,Returning,Online
5232,2024-08-13,North,North Rachael,3,7,25.83,15.26,New,Retail
5233,2025-06-19,South,South Michaelview,2,1,5.63,3.35,New,Online
5234,2024-07-06,North,South Madison,1,8,34.08,20.16,New,Retail
5235,2024-04-30,North,North Nicoleview,16,4,8.92,5.0,New,Retail
5236,2025-01-15,North,Michaelborough,8,3,7.32,3.45,New,Retail
5237,2025-08-25,East,South Rebeccatown,7,5,45.5,21.25,New,Online
5238,2024-02-05,East,Scottland,10,4,39.04,20.96,New,Retail
5239,2024-03-28,East,Port Kyletown,2,8,45.04,26.8,Returning,Online
5240,2025-10-31,West,Gomezville,11,3,8.88,3.42,New,Retail
5241,2025-12-19,West,Port Ashleyburgh,22,9,47.25,24.03,New,Online
5242,2024-09-07,South,Lake James,9,6,16.86,5.94,Returning,Retail
5243,2025-08-29,South,Richardhaven,2,3,16.89,10.05,Returning,Retail
5244,2025-08-25,West,East Joanna,15,6,21.24,9.9,Returning,Retail
5245,2025-10-02,East,Port Patrick,10,8,78.08,41.92,Returning,Online
5246,2025-04-05,South,Lake Katherine,13,7,35.28,12.81,Returning,Retail
5247,2024-05-15,South,Port Laura,21,4,26.84,15.4,New,Online
5248,2024-10-08,West,Port Haileyton,11,5,14.8,5.7,Returning,Online
5249,2025-06-05,North,West Timothyburgh,16,4,8.92,5.0,New,Online
5250,2025-08-25,North,Pamelafort,7,3,27.3,12.75,New,Retail
5251,2025-12-23,West,Lake Aaron,18,4,19.24,11.04,New,Retail
5252,2024-12-19,North,South Andres,14,6,46.2,20.52,New,Retail
5253,2024-02-11,North,Hickshaven,6,6,17.4,10.32,New,Retail
5254,2024-10-14,South,Kimberlyside,21,4,26.84,15.4,Returning,Online
5255,2025-10-10,West,Greenberg,12,10,58.4,25.2,New,Retail
5256,2025-03-28,East,Stevenchester,7,4,36.4,17.0,Returning,Retail
5257,2024-07-21,North,South Jamesland,2,3,16.89,10.05,New,Retail
5258,2024-03-24,North,East Caleb,3,2,7.38,4.36,New,Online
5259,2024-01-03,West,Bakerfort,13,6,30.24,10.98,New,Retail
5260,2024-06-26,North,Ambertown,11,10,29.6,11.4,Returning,Online
5261,2024-11-28,South,West Susanstad,9,13,36.53,12.87,New,Retail
5262,2024-09-29,North,South Donnamouth,19,7,40.81,19.95,New,Online
5263,2025-02-14,East,West Joshua,22,2,10.5,5.34,Returning,Online
5264,2024-11-04,West,Lopezborough,18,1,4.81,2.76,Returning,Online
5265,2025-01-29,South,Mooreland,21,5,33.55,19.25,New,Retail
5266,2024-09-26,South,Port Adam,25,4,37.64,20.24,Returning,Online
5267,2024-04-19,East,East Grant,20,4,16.44,8.6,Returning,Online
5268,2025-05-31,East,Jordanmouth,23,7,22.19,11.83,Returning,Online
5269,2024-11-21,West,South Amanda,11,4,11.84,4.56,Returning,Retail
5270,2024-10-06,North,Lake Maureenchester,9,8,22.48,7.92,Returning,Retail
5271,2024-12-06,North,Oneillchester,11,7,20.72,7.98,New,Online
5272,2024-12-28,North,South Blakehaven,8,9,21.96,10.35,Returning,Retail
5273,2024-04-23,South,Adamsport,8,3,7.32,3.45,Returning,Retail
5274,2025-07-14,North,Emilyfurt,23,6,19.02,10.14,Returning,Online
5275,2024-02-13,South,New Charles,8,7,17.08,8.05,New,Retail
5276,2025-06-01,West,Meaganhaven,2,4,22.52,13.4,Returning,Online
5277,2024-12-30,North,Chaseshire,16,9,20.07,11.25,New,Online
5278,2025-09-12,West,East Jamesshire,8,6,14.64,6.9,Returning,Online
5279,2025-07-30,North,Port Rebecca,10,4,39.04,20.96,Returning,Online
5280,2025-11-20,North,Larryport,10,10,97.6,52.4,Returning,Retail
5281,2024-12-19,West,Lake Johnville,17,7,32.34,19.18,New,Retail
5282,2025-03-05,East,Mckeeport,16,3,6.69,3.75,Returning,Online
5283,2025-05-17,South,Bishopville,19,4,23.32,11.4,New,Online
5284,2024-01-02,South,Emilyland,12,5,29.2,12.6,Returning,Online
5285,2025-09-09,West,Sanfordport,20,3,12.33,6.45,New,Online
5286,2025-05-18,North,North Meghan,9,12,33.72,11.88,Returning,Retail
5287,2024-06-27,West,West Aprilfurt,22,6,31.5,16.02,New,Online
5288,2024-09-01,North,Wardville,11,8,23.68,9.12,Returning,Online
5289,2025-04-25,East,Port Christina,3,15,55.35,32.7,New,Retail
5290,2024-03-17,South,Tapiashire,23,6,19.02,10.14,New,Online
5291,2024-09-16,North,East Stephanie,4,3,24.48,10.89,New,Retail
5292,2024-09-28,North,South Theresa,9,4,11.24,3.96,Returning,Online
5293,2024-01-02,West,West Marilyn,17,5,23.1,13.7,Returning,Online
5294,2025-11-19,West,Colemanshire,16,4,8.92,5.0,Returning,Online
5295,2024-11-22,North,South Angela,17,3,13.86,8.22,New,Online
5296,2025-04-27,North,North Davidfurt,3,3,11.07,6.54,New,Retail
5297,2024-10-14,North,South Nicholasside,19,3,17.49,8.55,New,Online
5298,2025-09-23,South,Hatfieldhaven,8,2,4.88,2.3,New,Online
5299,2024-04-01,South,Port Bryan,24,3,14.58,7.35,New,Online
5300,2024-05-17,East,New Saraburgh,16,6,13.38,7.5,Returning,Online
5301,2025-10-21,West,Floresfort,12,3,17.52,7.56,New,Retail
5302,2024-05-10,South,Bobbychester,23,8,25.36,13.52,New,Retail
5303,2024-03-06,North,Sheriville,5,4,14.0,6.56,New,Retail
5304,2024-08-22,East,Laneville,15,5,17.7,8.25,New,Retail
5305,2024-06-23,South,Lake Emilychester,14,7,53.9,23.94,New,Online
5306,2024-03-24,West,Lake Thomastown,17,4,18.48,10.96,New,Retail
5307,2024-04-28,North,Lake Alexside,13,1,5.04,1.83,Returning,Online
5308,2025-11-29,North,Deborahchester,18,9,43.29,24.84,New,Online
5309,2024-01-01,North,Port Mike,10,5,48.8,26.2,New,Retail
5310,2024-06-22,South,North Robertton,11,3,8.88,3.42,New,Online
5311,2025-11-15,North,South Mikehaven,8,7,17.08,8.05,New,Online
5312,2025-08-16,East,Port Williamton,24,5,24.3,12.25,New,Online
5313,2025-06-19,East,Brittanystad,10,6,58.56,31.44,Returning,Online
5314,2025-08-11,South,Lake Sarah,23,1,3.17,1.69,Returning,Retail
5315,2025-05-25,West,Boothmouth,4,6,48.96,21.78,New,Online
5316,2024-09-29,South,Richmondberg,20,5,20.55,10.75,New,Retail
5317,2024-08-28,South,West Brandonstad,16,5,11.15,6.25,New,Online
5318,2025-09-16,North,Carriehaven,3,4,14.76,8.72,Returning,Retail
5319,2024-09-29,South,Charlesfurt,12,5,29.2,12.6,Returning,Online
5320,2024-12-28,West,West Nicoleport,12,4,23.36,10.08,Returning,Retail
5321,2024-05-24,East,Amystad,17,8,36.96,21.92,New,Online
5322,2025-03-14,South,East Cameron,23,4,12.68,6.76,New,Retail
5323,2024-08-25,East,New Michelleburgh,22,9,47.25,24.03,Returning,Retail
5324,2025-06-07,South,Wagnerhaven,4,1,8.16,3.63,Returning,Online
5325,2024-02-24,South,West Jennifershire,25,4,37.64,20.24,Returning,Retail
5326,2025-03-28,North,Gordonville,18,5,24.05,13.8,Returning,Online
5327,2025-04-17,North,Curryside,2,2,11.26,6.7,Returning,Retail
5328,2025-07-03,West,New Jeffreyside,16,6,13.38,7.5,New,Retail
5329,2024-10-27,South,North Rileyfurt,22,5,26.25,13.35,New,Retail
5330,2024-01-18,North,West Jason,18,3,14.43,8.28,Returning,Online
5331,2025-11-18,West,Bennettland,2,3,16.89,10.05,Returning,Retail
5332,2024-01-25,South,Katieport,16,4,8.92,5.0,New,Retail
5333,2024-07-27,West,West Brianview,13,3,15.12,5.49,New,Retail
5334,2025-05-27,North,New Sarahland,12,4,23.36,10.08,Returning,Retail
5335,2024-03-13,South,East Nicholasview,17,3,13.86,8.22,Returning,Retail
5336,2025-10-23,West,Lake Brian,2,8,45.04,26.8,Returning,Online
5337,2024-03-17,North,North David,19,4,23.32,11.4,Returning,Online
5338,2024-05-22,North,Alvarezborough,5,3,10.5,4.92,New,Retail
5339,2024-09-06,West,Lake Wendyland,9,5,14.05,4.95,New,Online
5340,2025-09-28,South,South Donna,11,8,23.68,9.12,New,Retail
5341,2025-10-25,East,East Jonathan,11,4,11.84,4.56,New,Retail
5342,2024-05-27,East,Wardbury,1,1,4.26,2.52,Returning,Retail
5343,2025-02-01,North,East Dennisburgh,15,6,21.24,9.9,New,Retail
5344,2025-01-14,West,Alexandermouth,18,7,33.67,19.32,New,Retail
5345,2025-06-05,West,South Tiffanyville,12,4,23.36,10.08,New,Online
5346,2024-06-19,West,Andersonfort,9,7,19.67,6.93,New,Retail
5347,2024-09-25,North,South Brendanton,19,6,34.98,17.1,Returning,Retail
5348,2025-02-14,East,Changhaven,8,7,17.08,8.05,New,Online
5349,2025-11-16,North,East Rebecca,11,15,44.4,17.1,New,Online
5350,2025-07-08,East,Leachbury,9,7,19.67,6.93,New,Online
5351,2025-02-22,North,Lake Lisa,5,5,17.5,8.2,Returning,Retail
5352,2025-10-06,South,Julieville,15,3,10.62,4.95,New,Online
5353,2024-03-29,West,Seanmouth,25,2,18.82,10.12,New,Online
5354,2025-06-18,South,South Stephen,3,10,36.9,21.8,New,Online
5355,2024-05-15,South,South Christinatown,12,1,5.84,2.52,New,Retail
5356,2024-06-30,North,Rebekahhaven,13,8,40.32,14.64,Returning,Retail
5357,2025-01-26,South,Tomland,24,3,14.58,7.35,New,Retail
5358,2024-06-19,North,New Michael,16,6,13.38,7.5,New,Retail
5359,2025-01-21,West,East Brent,25,7,65.87,35.42,Returning,Retail
5360,2024-07-01,South,Danielsside,10,6,58.56,31.44,Returning,Online
5361,2024-06-09,East,Ashleybury,2,7,39.41,23.45,New,Retail
5362,2024-06-26,East,Port Megan,11,7,20.72,7.98,Returning,Retail
5363,2025-10-05,East,Port Kennethside,16,9,20.07,11.25,New,Online
5364,2025-10-08,West,New Christopherport,21,6,40.26,23.1,Returning,Retail
5365,2025-01-28,South,North Jeremiahchester,14,6,46.2,20.52,Returning,Online
5366,2024-07-20,East,South Christinaton,11,4,11.84,4.56,New,Retail
5367,2024-08-06,South,Ramirezland,7,7,63.7,29.75,Returning,Online
5368,2025-09-10,South,Carsonmouth,20,6,24.66,12.9,Returning,Retail
5369,2024-11-01,West,South Jennifer,8,10,24.4,11.5,Returning,Online
5370,2025-12-20,West,Arielmouth,24,9,43.74,22.05,New,Online
5371,2025-05-23,West,Lake Heather,20,4,16.44,8.6,Returning,Online
5372,2025-05-12,South,Susanton,10,3,29.28,15.72,New,Online
5373,2024-04-16,West,New Richardborough,13,5,25.2,9.15,New,Online
5374,2025-01-03,South,Julianstad,21,6,40.26,23.1,Returning,Online
5375,2025-04-22,North,South Erikstad,7,4,36.4,17.0,New,Retail
5376,2025-04-16,North,South Mackenzie,23,7,22.19,11.83,Returning,Retail
5377,2024-11-09,North,New Steven,23,10,31.7,16.9,New,Online
5378,2025-03-27,East,Lake Jenniferhaven,12,2,11.68,5.04,Returning,Retail
5379,2025-10-06,South,Alexandramouth,22,5,26.25,13.35,New,Online
5380,2024-11-21,North,Christinaburgh,17,6,27.72,16.44,New,Online
5381,2024-08-18,South,Port Austinville,10,2,19.52,10.48,Returning,Online
5382,2024-06-01,East,Walterschester,21,10,67.1,38.5,New,Online
5383,2024-04-02,West,West Samuel,1,8,34.08,20.16,Returning,Online
5384,2024-04-12,South,Darlenechester,21,5,33.55,19.25,New,Retail
5385,2024-03-18,West,New David,20,5,20.55,10.75,New,Retail
5386,2024-02-08,North,Gallagherbury,15,5,17.7,8.25,Returning,Retail
5387,2024-02-03,South,Emilyland,17,5,23.1,13.7,Returning,Retail
5388,2025-08-12,West,Rochatown,2,8,45.04,26.8,New,Online
5389,2025-09-29,North,Gomezfort,9,7,19.67,6.93,New,Online
5390,2025-01-22,South,Gonzalezport,22,2,10.5,5.34,Returning,Retail
5391,2024-11-26,North,Port Joshua,16,7,15.61,8.75,New,Online
5392,2025-11-25,East,Lawrencefort,2,6,33.78,20.1,Returning,Online
5393,2025-01-28,South,Ramirezfurt,15,4,14.16,6.6,Returning,Retail
5394,2024-07-12,North,Daychester,1,6,25.56,15.12,Returning,Online
5395,2025-03-11,North,Port Genefort,11,3,8.88,3.42,Returning,Online
5396,2024-01-28,South,Johnsonburgh,9,6,16.86,5.94,Returning,Online
5397,2025-02-13,North,Michaelborough,16,4,8.92,5.0,Returning,Retail
5398,2025-04-15,South,Sherritown,18,11,52.91,30.36,New,Online
5399,2025-09-18,North,Lake Brian,18,1,4.81,2.76,New,Retail
5400,2024-12-14,North,North Ronaldstad,11,7,20.72,7.98,Returning,Retail
5401,2024-02-23,East,Alexanderbury,4,7,57.12,25.41,Returning,Retail
5402,2024-07-29,North,West Anthony,7,8,72.8,34.0,New,Online
5403,2025-09-26,East,North Cynthiatown,13,5,25.2,9.15,New,Retail
5404,2024-01-01,North,East Crystalville,17,4,18.48,10.96,New,Retail
5405,2025-04-24,West,South Karen,1,4,17.04,10.08,New,Online
5406,2024-07-05,North,Angelashire,13,8,40.32,14.64,Returning,Retail
5407,2024-10-08,South,Robertsonport,20,5,20.55,10.75,Returning,Retail
5408,2024-11-12,East,North Jimmy,21,9,60.39,34.65,New,Retail
5409,2024-10-16,South,Port Michaelton,9,5,14.05,4.95,Returning,Retail
