campaign_id,campaign_date,platform,impressions,clicks,spend,conversions,region
931,2025-08-02,Facebook,408478,15414,7145.05,775,West
932,2024-01-14,Instagram,421722,11902,9216.61,931,North
933,2024-07-28,Facebook,160767,6359,1401.42,604,East
934,2024-04-25,Instagram,301205,9041,1862.5,461,West
935,2025-03-29,Facebook,63950,2827,1394.16,221,West
936,2025-11-09,Google,206786,12082,4967.8,1134,North
937,2025-05-25,Instagram,325371,9251,6132.37,757,South
938,2024-08-09,Facebook,418429,17210,4945.28,1700,South
939,2024-01-17,YouTube,377366,8148,7567.95,645,West
940,2024-08-02,Facebook,56947,2193,1074.2,117,East
941,2024-10-01,Facebook,64155,2567,741.79,234,West
942,2024-08-15,Instagram,170685,5391,3043.92,273,East
943,2024-04-26,Facebook,52039,1945,564.94,163,North
944,2024-04-01,YouTube,457978,10568,2338.13,465,East
945,2025-11-05,YouTube,242272,4359,3846.01,198,East
946,2025-02-23,Instagram,208656,5706,1567.71,269,North
947,2025-01-16,YouTube,486170,11230,10988.45,925,West
948,2024-01-18,Facebook,202826,7345,1881.9,191,North
949,2025-08-05,Google,79321,5042,1137.21,157,South
950,2025-04-13,Instagram,114583,3843,1559.14,337,East
951,2025-08-31,YouTube,407740,10021,9597.55,236,South
952,2024-10-22,Facebook,318613,11466,4112.97,881,East
953,2025-05-11,Instagram,147652,4413,1723.9,213,East
954,2024-03-20,Instagram,56426,1693,1057.66,139,South
955,2024-02-29,YouTube,390057,9745,9238.18,296,North
956,2025-08-17,Instagram,337262,11516,5802.75,945,East
957,2024-01-03,YouTube,375072,8272,5466.26,608,North
958,2025-09-18,Google,61770,3955,1096.46,288,North
959,2024-07-18,Google,387956,21901,7925.9,603,South
960,2025-01-28,Google,29449,1828,315.14,50,South
961,2024-03-06,Facebook,437269,18436,6431.42,1681,South
962,2025-11-04,YouTube,39422,622,330.09,25,West
963,2024-04-23,YouTube,97253,1710,810.25,99,South
964,2025-04-06,Facebook,167187,6401,3936.08,302,West
965,2025-11-27,Google,353611,22408,6118.68,1960,East
966,2025-08-04,Google,462522,29970,6632.32,992,East
967,2025-07-30,Facebook,493229,21848,4643.71,1281,West
968,2025-08-22,YouTube,224396,4885,3195.02,340,South
969,2024-12-10,Instagram,39204,1341,906.66,53,South
970,2024-02-05,YouTube,146958,3522,2725.94,303,West
971,2024-05-18,Instagram,447575,15228,5095.49,1218,North
972,2025-04-14,Google,462601,25575,2800.71,1924,North
973,2025-11-24,Google,89518,5348,1751.15,292,East
974,2024-05-18,Google,54414,3199,786.27,89,West
975,2025-08-04,Facebook,231530,9872,2679.23,850,North
976,2025-08-04,Facebook,329542,12417,6528.28,1077,South
977,2024-05-24,Facebook,90968,3500,781.32,103,East
978,2024-11-10,YouTube,417715,6694,10031.21,453,East
979,2025-09-24,Instagram,256255,7232,6205.56,560,South
980,2024-01-10,YouTube,428274,6544,4468.51,510,East
981,2024-09-01,Instagram,169940,5307,3436.78,372,South
982,2025-07-16,YouTube,167234,3869,3249.91,193,West
983,2024-03-16,Facebook,490944,19903,7754.93,1690,South
984,2024-10-13,Instagram,476223,16594,7817.53,1435,North
985,2025-01-17,Google,35888,2178,462.2,79,South
986,2024-10-03,Google,36633,2280,730.11,220,East
987,2024-06-24,Facebook,188731,7160,2046.33,351,West
988,2025-01-06,Instagram,404386,11482,7515.87,911,East
989,2024-07-14,Instagram,464115,14936,8715.79,968,North
990,2024-06-13,Google,231219,14281,3863.7,763,East
991,2025-11-15,Facebook,102401,4544,1801.13,271,North
992,2024-05-12,YouTube,172505,3963,1092.04,320,South
993,2024-10-07,Instagram,390610,13598,6959.81,317,East
994,2024-04-05,Google,140114,8951,1536.47,388,West
995,2025-09-27,Facebook,80000,3230,1074.81,238,North
996,2025-11-21,Facebook,190258,7751,2012.81,255,West
997,2024-03-31,Google,498063,30858,10972.34,2927,North
998,2024-02-04,YouTube,201069,4844,4520.78,446,South
999,2024-10-11,Facebook,415728,16265,2772.75,1500,West
1000,2024-02-27,Google,406167,23380,2749.94,749,East
1001,2024-06-11,YouTube,270902,4930,6769.65,424,North
1002,2025-10-17,Facebook,72535,3060,999.17,108,South
1003,2025-08-27,YouTube,453135,10287,10107.08,785,North
1004,2024-03-04,Facebook,299837,12846,5202.44,1152,East
1005,2024-12-22,Instagram,266205,7958,2145.46,513,South
1006,2025-05-24,Instagram,325126,9035,4290.71,902,North
1007,2024-09-02,YouTube,117258,2642,2849.02,96,South
1008,2025-12-31,Google,307294,18129,2273.76,809,West
1009,2025-05-14,YouTube,29994,660,188.61,41,West
1010,2025-04-18,Instagram,375565,9520,3373.49,830,North
1011,2024-02-14,YouTube,490308,9948,8628.65,743,South
1012,2025-11-08,Facebook,443005,19636,6617.03,769,East
1013,2025-10-16,Facebook,279862,11113,6499.94,802,North
1014,2024-08-12,YouTube,81782,1718,1507.11,150,South
1015,2024-04-01,Facebook,293786,11400,4650.71,605,North
1016,2025-04-18,Google,153999,8563,3438.37,458,North
1017,2025-06-22,Google,169799,10115,1073.97,309,North
1018,2024-03-23,Facebook,214222,9575,3997.51,483,East
1019,2025-05-10,Instagram,113463,2920,906.66,246,North
1020,2025-03-02,Instagram,488018,12334,9499.59,686,North
1021,2024-12-23,YouTube,490322,7778,5497.6,459,East
1022,2024-03-04,Facebook,75460,2795,921.47,182,North
1023,2024-07-22,Google,237121,15121,1501.91,871,North
1024,2024-12-15,Facebook,110751,4864,1666.94,252,East
1025,2024-11-21,Google,218540,12481,3214.43,608,West
1026,2025-02-27,YouTube,306179,7112,6110.44,500,South
1027,2025-04-18,Instagram,279064,7486,5037.98,500,East
1028,2025-11-27,YouTube,180559,3798,931.15,154,West
1029,2024-03-15,Instagram,161794,4902,1085.84,400,East
1030,2024-02-01,Google,477777,29123,5429.77,1979,North
1031,2025-07-03,Facebook,195581,7459,3121.61,674,West
1032,2025-01-29,Facebook,148085,6154,1598.11,463,South
1033,2024-07-21,Facebook,457680,16477,11389.44,1038,South
1034,2024-12-06,YouTube,140453,2478,1852.99,221,West
1035,2025-02-03,Instagram,234967,7639,4926.29,465,East
1036,2024-01-01,YouTube,104173,1650,1327.69,130,North
1037,2025-07-05,Facebook,302951,10711,4035.69,503,East
1038,2024-03-30,Facebook,498696,18882,9973.01,1287,West
1039,2024-05-15,Google,356267,20005,4851.13,1478,North
1040,2024-05-02,Google,47497,2627,364.64,147,South
1041,2024-04-06,YouTube,15576,293,334.78,24,West
1042,2024-07-11,Google,63116,3840,570.95,93,East
1043,2024-05-13,Facebook,164289,7351,1158.67,348,East
1044,2025-03-01,Instagram,278598,8960,2031.2,544,East
1045,2025-05-01,Google,192955,12447,2060.61,955,East
1046,2024-01-15,Google,132262,8359,1422.59,298,West
1047,2025-11-22,Instagram,478134,12711,5820.01,1037,North
1048,2025-04-04,Instagram,181173,5419,3948.21,307,South
1049,2025-07-07,Google,471246,30370,11429.76,2015,South
1050,2024-02-23,Google,41530,2696,687.4,79,North
1051,2024-10-04,Instagram,355875,10304,6976.31,924,East
1052,2025-03-25,YouTube,44901,706,468.06,36,North
1053,2025-12-05,Facebook,140539,5613,3481.97,528,East
1054,2025-06-23,YouTube,417324,8224,4707.6,558,East
1055,2025-06-18,Facebook,344920,14425,4828.97,803,West
1056,2025-07-18,Google,254519,16275,3991.79,1535,South
1057,2024-10-25,Instagram,382938,10519,5712.15,229,South
1058,2025-09-19,Google,134934,7748,2992.89,537,West
1059,2025-08-22,Instagram,292832,8888,3241.52,303,West
1060,2025-11-15,Facebook,79161,3323,975.81,138,South
1061,2024-06-29,Instagram,280397,8196,6251.46,437,North
1062,2024-03-30,Google,307902,19480,5104.17,897,South
1063,2025-02-23,Instagram,286774,7419,1968.96,307,South
1064,2025-10-21,Facebook,361542,13622,3402.96,576,North
1065,2024-02-17,Instagram,374753,9410,8697.02,242,North
1066,2024-08-21,Google,216279,13153,3625.43,1091,North
1067,2024-07-31,Instagram,237839,8021,4802.97,428,North
1068,2025-04-27,YouTube,253738,6246,1605.2,354,South
1069,2024-02-12,YouTube,442568,9138,7453.86,481,West
1070,2025-04-25,Facebook,436037,15501,9518.09,863,West
1071,2025-04-30,YouTube,411635,6634,6115.41,643,East
1072,2024-01-28,Google,406573,25258,6248.65,954,South
1073,2024-05-19,Instagram,395434,11988,2910.74,642,East
1074,2024-12-08,Facebook,141226,5130,1954.83,433,East
1075,2024-04-30,Facebook,318622,11250,1697.27,1103,North
1076,2025-08-06,YouTube,107013,2339,997.67,134,West
1077,2025-01-28,YouTube,183182,2975,2567.19,295,South
1078,2024-03-03,YouTube,450331,10726,3519.32,298,West
1079,2024-03-27,Facebook,341729,12414,7198.8,861,East
1080,2025-08-13,Instagram,73882,2457,1489.54,160,East
1081,2025-07-09,Facebook,342665,13023,2937.64,440,East
1082,2024-10-30,Instagram,178006,6107,2898.71,526,South
1083,2025-11-21,Google,181377,11655,2635.07,284,West
1084,2024-11-28,Instagram,274134,7227,4025.17,344,North
1085,2024-11-07,Google,229173,13074,2370.87,340,North
1086,2024-11-20,Instagram,350388,10859,6309.22,475,North
1087,2025-04-29,Instagram,117671,2972,1769.57,119,North
1088,2024-12-01,YouTube,101901,2033,2472.19,201,West
1089,2024-07-25,Facebook,127711,4779,1957.05,214,West
1090,2025-08-11,YouTube,285493,6672,4882.0,203,West
1091,2024-10-01,YouTube,283607,4766,2507.06,453,North
1092,2024-09-10,Instagram,369892,9745,6134.99,656,North
1093,2025-05-06,Google,264281,15542,5035.66,336,North
1094,2025-07-19,Facebook,78881,2820,1688.52,91,West
1095,2024-04-02,Instagram,332838,10140,8256.45,710,West
1096,2024-12-11,Facebook,194712,7674,3633.69,234,North
1097,2024-11-09,Facebook,432996,19168,5295.72,1334,South
1098,2025-06-20,Google,121003,7062,1394.64,622,North
1099,2024-11-26,Instagram,439668,11852,5384.84,1022,West
1100,2025-04-14,Google,208891,11877,5153.15,916,South
1101,2024-06-27,YouTube,130077,3154,3082.09,160,West
1102,2024-01-25,Instagram,334938,11153,7482.04,925,South
1103,2025-10-22,YouTube,166505,2600,2874.57,108,South
1104,2024-06-18,Google,16854,1055,155.83,56,South
1105,2024-05-04,YouTube,432150,10720,4487.72,426,North
1106,2024-02-03,Instagram,311156,10495,7086.14,1048,North
1107,2024-12-10,Google,128391,7088,1968.73,288,West
1108,2024-10-18,Instagram,356318,10654,7147.82,258,East
1109,2025-04-24,Google,231044,14617,5027.4,1283,West
1110,2025-10-16,Google,40529,2612,947.51,209,South
1111,2024-02-05,Instagram,379785,10560,5521.03,275,West
1112,2024-10-26,Google,326234,18628,4433.1,1019,South
1113,2024-08-14,Facebook,415595,15863,4881.97,443,East
1114,2025-03-02,Instagram,173613,5808,1695.16,462,North
1115,2024-03-23,YouTube,460582,8721,11200.98,625,South
1116,2024-04-15,YouTube,418166,6289,9391.44,219,East
1117,2024-12-25,YouTube,65629,1468,812.41,83,North
1118,2025-08-25,YouTube,159188,3949,3632.33,164,East
1119,2024-01-20,Google,75531,4769,1658.17,200,South
1120,2024-07-31,YouTube,94173,1522,1212.53,129,North
1121,2025-03-17,Facebook,443434,18242,7426.67,1076,North
1122,2025-03-25,Facebook,459137,17447,9942.4,804,South
1123,2025-05-19,Facebook,381920,15653,7850.32,522,North
1124,2025-01-20,YouTube,274599,6707,3935.21,569,South
1125,2024-11-20,Facebook,178443,6611,4321.2,654,East
1126,2025-02-11,YouTube,321697,5579,7756.26,340,North
1127,2024-12-07,Google,159909,10256,3383.47,829,East
1128,2025-05-25,YouTube,444729,10094,8782.55,931,West
1129,2024-04-26,YouTube,229045,5482,1946.47,419,South
1130,2024-01-06,Facebook,480864,19365,3778.5,1175,West
1131,2025-08-16,Instagram,459208,12329,10821.48,961,North
1132,2024-01-24,Google,289274,18518,4173.0,1338,East
1133,2024-06-16,Google,311828,19343,2569.33,770,East
1134,2025-05-08,Google,371501,23706,6972.03,846,East
1135,2025-11-30,YouTube,144047,3292,2539.0,257,North
1136,2024-05-29,Instagram,175005,4422,3662.88,265,North
1137,2024-05-04,Facebook,414014,15316,2471.54,1514,East
1138,2024-01-02,Instagram,326338,10057,5512.51,689,West
1139,2024-10-06,Facebook,391364,13824,9394.35,550,West
1140,2025-06-19,Google,165312,9192,2016.58,655,East
1141,2025-10-22,Instagram,27717,893,284.69,71,West
1142,2024-06-04,Instagram,319985,10852,1861.13,1046,East
1143,2024-08-05,YouTube,50428,1047,1033.03,67,East
1144,2025-04-24,Facebook,215338,9114,2869.1,327,West
1145,2025-02-10,Google,100563,6066,838.33,342,East
1146,2024-03-06,Instagram,197594,5049,3882.21,438,South
1147,2024-01-09,YouTube,284276,5021,6794.09,309,East
1148,2025-06-05,Facebook,498135,18937,7399.99,1367,South
1149,2025-06-30,Facebook,204074,8600,1750.96,790,South
1150,2024-07-09,YouTube,90610,1456,1074.22,80,North
1151,2025-07-04,YouTube,150907,2680,3173.02,98,South
1152,2024-11-13,Facebook,327316,12140,4223.01,1193,North
1153,2024-04-07,Google,455789,25680,4065.64,1410,North
1154,2024-08-30,YouTube,240535,4856,1207.7,225,North
1155,2024-06-26,Facebook,329726,12508,7837.15,1196,West
1156,2024-07-07,Instagram,233252,6067,5508.21,386,North
1157,2024-01-29,YouTube,423736,10108,7318.23,350,North
1158,2024-02-17,YouTube,419666,7906,7001.22,212,West
1159,2025-10-02,Instagram,439716,12931,9246.57,361,North
1160,2025-06-07,Google,482341,31029,5765.27,1572,West
1161,2025-06-05,Instagram,268974,8116,3341.38,645,South
1162,2025-09-03,YouTube,285970,6522,5647.73,327,West
1163,2025-07-25,Facebook,280584,11497,6058.96,302,East
1164,2024-11-30,Instagram,459992,12956,9471.2,426,South
1165,2024-12-29,Facebook,297774,13064,5500.17,490,East
1166,2024-01-17,Google,136359,8669,2753.39,582,East
1167,2024-01-21,Instagram,212619,6354,2329.84,521,North
1168,2024-05-22,Facebook,492371,18920,8951.27,823,South
1169,2024-04-11,Google,202880,11409,4573.49,649,South
1170,2024-10-07,Google,412585,24086,2602.33,1790,North
1171,2025-03-06,Instagram,475320,13456,4288.81,737,West
1172,2025-11-21,YouTube,404411,9138,3707.47,193,South
1173,2024-04-12,Instagram,223707,7090,2060.82,446,North
1174,2025-01-27,Google,412980,23329,3144.09,1037,North
1175,2024-03-12,YouTube,450653,8607,7131.28,770,West
1176,2025-01-26,Instagram,454286,15558,2566.38,886,South
1177,2025-04-21,Google,108228,6483,1238.8,136,West
1178,2024-05-27,Google,307043,17911,5325.93,743,North
1179,2025-08-06,Google,349629,21595,5562.6,746,North
1180,2025-10-10,Instagram,460527,15304,2389.44,1449,East
1181,2025-10-18,YouTube,334785,7063,5254.42,681,East
1182,2025-03-14,Google,185563,11497,1877.28,1044,East
1183,2024-05-01,YouTube,95055,1953,621.55,118,North
1184,2024-07-13,YouTube,43511,680,419.58,56,South
1185,2024-06-07,Instagram,164799,5384,2416.87,197,South
1186,2025-03-30,YouTube,74846,1698,1855.45,155,West
1187,2024-09-30,Google,392735,22288,2227.27,1281,North
1188,2025-06-15,YouTube,152824,3434,1604.39,339,West
1189,2025-01-08,Google,275657,15269,6730.98,1392,West
1190,2025-05-23,Google,53845,3168,1173.08,127,West
1191,2024-12-07,Facebook,285958,10991,2581.77,541,West
1192,2025-09-30,YouTube,145215,2666,3521.71,245,North
1193,2024-06-27,Facebook,485552,20053,11551.42,460,South
1194,2024-02-06,YouTube,159179,3703,1497.0,359,South
1195,2024-05-16,Google,27617,1550,278.36,151,East
1196,2025-06-08,Instagram,88972,3039,1626.01,105,North
1197,2025-11-01,YouTube,303124,7375,6385.68,261,North
1198,2025-04-25,Google,171194,11018,1485.25,255,North
1199,2024-07-24,Facebook,392327,16529,9003.18,895,East
1200,2025-03-01,Google,149696,9157,906.55,593,North
1201,2024-06-09,Instagram,243638,7848,6049.48,578,North
1202,2025-04-25,Instagram,387017,12613,6812.58,392,North
1203,2024-06-18,Facebook,459241,17356,3385.59,1262,South
1204,2025-09-06,Facebook,301118,12479,4939.6,791,East
1205,2024-01-16,Google,27870,1630,544.91,158,North
1206,2025-04-12,Facebook,258884,11515,6095.53,735,West
1207,2025-05-15,Instagram,214222,6796,4122.42,213,South
1208,2024-04-07,Instagram,65924,1862,1075.14,109,North
1209,2024-11-25,Instagram,41245,1256,243.62,56,West
1210,2024-03-14,YouTube,275361,5442,1922.55,151,South
1211,2024-06-06,Facebook,208541,8429,2716.8,789,West
1212,2025-09-24,YouTube,200664,4394,3587.54,305,North
1213,2025-08-09,Google,51221,2934,1053.4,204,East
1214,2024-08-10,YouTube,315355,7062,7358.3,305,North
1215,2025-04-24,Google,400048,24453,2999.42,775,North
1216,2024-08-26,Facebook,285343,12090,6139.08,568,West
1217,2025-04-25,Instagram,62596,1663,956.56,133,East
1218,2025-02-25,Instagram,129027,3768,3220.7,148,North
1219,2025-07-08,Google,130479,8370,1041.31,825,West
1220,2024-01-10,Instagram,249076,7171,1961.84,161,North
1221,2024-01-26,Google,277913,16399,2147.52,851,North
1222,2024-03-27,Facebook,24529,969,390.84,22,South
1223,2024-01-20,YouTube,166061,4010,1573.5,131,East
1224,2025-02-03,Instagram,225117,6860,3136.04,540,South
1225,2025-12-26,Instagram,425550,13120,8132.9,1279,North
1226,2024-10-24,YouTube,380444,8722,6347.66,385,North
1227,2025-07-30,Google,44956,2851,446.78,69,South
1228,2025-08-16,Google,70612,3941,1116.2,337,West
1229,2024-03-04,YouTube,105979,2304,2645.98,126,North
1230,2024-05-04,YouTube,486659,9348,10440.85,238,West
1231,2025-05-04,Google,396563,24966,5661.03,1831,North
1232,2025-01-25,Instagram,130158,4529,1423.65,288,West
1233,2025-07-31,Google,466444,28589,11223.24,2449,West
1234,2024-03-05,YouTube,426677,9572,3217.7,240,North
1235,2024-05-30,Google,435407,25380,8009.0,809,West
1236,2024-08-09,YouTube,103379,2503,954.75,193,North
1237,2024-03-08,Google,151432,9163,2352.94,222,South
1238,2024-10-31,Google,189328,10793,1464.22,617,East
1239,2025-09-12,Google,431285,27307,2645.77,1387,South
1240,2025-11-06,YouTube,345271,6742,4989.38,434,West
1241,2025-02-20,YouTube,57229,869,979.32,70,South
1242,2025-03-02,Google,221363,14277,2076.34,764,North
1243,2025-11-19,Facebook,22233,825,135.28,54,South
1244,2024-10-05,Instagram,458187,12585,11171.91,591,South
1245,2024-09-04,Instagram,249059,7069,3065.69,654,North
1246,2025-01-17,YouTube,25653,625,170.82,51,East
1247,2025-05-31,Google,276523,17847,6543.56,568,South
1248,2024-11-07,YouTube,168150,3975,3164.67,109,East
1249,2025-10-09,Instagram,321116,9482,5618.3,366,East
1250,2024-03-20,YouTube,59759,1492,707.36,99,East
1251,2024-02-21,YouTube,448145,8820,8016.09,659,South
1252,2024-05-20,Instagram,272153,9322,4347.13,645,North
1253,2024-08-14,Instagram,118880,3455,756.51,218,West
1254,2024-08-09,Instagram,343219,11479,3594.15,336,South
1255,2024-08-03,YouTube,125950,2168,1627.11,73,North
1256,2024-11-11,Instagram,18968,571,224.76,15,East
1257,2024-07-07,Google,44669,2670,893.18,134,East
1258,2025-02-15,Instagram,477881,13473,7744.78,345,North
1259,2024-01-23,Instagram,129366,3756,724.66,138,East
1260,2025-06-20,YouTube,270712,4993,5613.43,231,West
1261,2025-04-07,Facebook,485404,17242,4564.51,1548,North
1262,2024-08-06,Instagram,174465,4394,2987.26,172,South
1263,2024-10-25,Instagram,144907,4480,1201.37,432,South
1264,2024-10-01,Facebook,438639,15859,8762.68,960,South
1265,2025-05-30,Facebook,132512,5691,1423.45,297,South
1266,2024-04-09,Google,452003,28604,9077.84,2227,South
1267,2024-08-21,Instagram,156877,4590,3654.39,127,North
1268,2024-10-06,Google,456890,26963,8514.45,2313,East
1269,2024-02-10,Facebook,257329,10320,1468.44,861,South
1270,2025-07-10,Instagram,437410,13041,10789.88,563,North
1271,2025-12-30,YouTube,377699,7096,2786.63,221,West
1272,2025-03-11,Google,404743,24068,2675.51,1083,South
1273,2025-04-10,YouTube,258222,5480,2016.98,487,North
1274,2024-10-26,YouTube,322668,6558,5101.62,433,South
1275,2024-05-31,Facebook,41682,1823,535.66,153,North
1276,2025-11-02,Google,265365,16817,4717.79,692,West
1277,2025-05-22,Instagram,412049,12170,8025.9,965,East
1278,2024-03-22,Facebook,393639,14712,9123.79,1199,West
1279,2025-03-06,Instagram,279149,7633,4911.44,730,North
1280,2025-05-06,YouTube,405835,8037,5452.78,195,West
1281,2025-12-06,Instagram,307852,8059,2095.9,421,North
1282,2024-02-19,Facebook,462221,19118,6213.71,1136,South
1283,2025-11-08,Facebook,54805,2259,645.38,173,East
1284,2025-11-01,Facebook,159763,6851,3206.69,303,West
1285,2025-08-29,YouTube,111490,2514,2505.58,55,South
1286,2025-07-26,Google,42506,2569,446.98,85,South
1287,2025-11-24,Facebook,422142,17282,7100.2,1602,West
1288,2024-11-16,Facebook,276965,12008,2618.8,571,South
1289,2024-09-17,Google,358495,21982,4002.79,953,North
1290,2024-03-22,YouTube,333789,5472,6723.88,363,East
1291,2024-07-06,Facebook,156578,6411,1570.95,274,North
1292,2024-08-06,Google,306656,18293,1613.26,1039,West
1293,2025-01-25,YouTube,267563,4548,3653.35,453,North
1294,2024-12-12,YouTube,214307,4389,3694.94,413,East
1295,2025-12-14,Instagram,296987,7993,2137.01,297,East
1296,2024-10-22,Facebook,114666,4685,1523.33,467,West
1297,2024-07-20,YouTube,38497,616,302.73,26,North
1298,2025-10-10,Instagram,266934,8176,6509.06,227,South
1299,2025-12-01,Instagram,432251,11229,9764.82,715,North
1300,2025-07-07,Google,444330,28826,8365.19,1626,East
1301,2025-01-10,Instagram,301421,10532,3565.52,1030,West
1302,2025-05-11,YouTube,141447,2936,2842.61,187,West
1303,2025-09-17,Facebook,52893,2092,531.33,153,South
1304,2025-03-03,YouTube,236621,3911,1850.02,109,West
1305,2024-12-31,Instagram,453277,14859,3840.06,334,West
1306,2025-10-30,Google,358733,20057,4522.48,1319,West
1307,2025-08-03,Instagram,428720,13290,6670.92,369,East
1308,2025-05-25,Google,347079,22522,3097.82,1661,South
1309,2025-03-03,YouTube,26070,394,173.1,20,East
1310,2024-12-10,Instagram,456326,15439,2498.9,860,South
1311,2025-10-14,YouTube,73768,1117,841.65,24,South
1312,2024-01-17,Google,218126,12268,3314.79,410,North
1313,2024-09-26,Facebook,153675,6458,3421.68,519,South
1314,2024-11-30,Instagram,480214,12398,9995.48,957,East
1315,2024-05-05,Google,301708,19003,7153.26,946,East
1316,2024-12-07,Instagram,230438,6825,5650.4,336,West
1317,2025-06-08,YouTube,265166,4249,5061.15,293,South
1318,2025-04-16,Google,464746,26027,9764.42,2264,West
1319,2024-11-22,Instagram,393433,13698,4048.67,1033,East
1320,2025-05-05,YouTube,227166,5612,1820.24,539,West
1321,2025-02-26,YouTube,84097,2041,1668.3,49,East
1322,2024-06-18,YouTube,180835,3944,2354.2,115,East
1323,2025-02-14,Google,160202,9157,1432.91,263,East
1324,2025-09-08,YouTube,397485,9377,2462.21,912,North
1325,2024-07-02,YouTube,454313,6976,6701.25,599,East
1326,2024-08-16,Google,123488,7879,2408.37,521,West
1327,2025-05-15,YouTube,280012,5063,6601.41,330,East
1328,2024-05-16,Instagram,311839,10322,6657.79,913,North
1329,2025-05-10,Facebook,347138,14985,6630.02,657,South
1330,2024-09-16,Instagram,154178,3888,2860.21,102,South
1331,2024-02-23,Google,487025,30867,11398.98,1206,East
1332,2025-09-09,Instagram,130362,3994,2357.52,186,North
1333,2024-08-04,Facebook,305404,13270,7531.51,939,West
1334,2025-03-20,YouTube,376250,8328,7286.45,648,West
1335,2024-04-01,Google,172307,9948,2804.43,263,East
1336,2025-03-15,Google,494201,29607,3911.44,2529,North
1337,2025-09-12,Facebook,300878,12842,4893.17,630,South
1338,2025-09-30,YouTube,267959,5705,1689.13,393,West
1339,2024-09-03,Instagram,250732,6433,3477.46,471,North
1340,2025-04-10,Google,96003,5649,1594.37,513,North
1341,2024-11-15,Google,106880,6086,2533.35,399,North
1342,2025-12-29,Facebook,249557,10425,4662.02,641,West
1343,2025-12-25,YouTube,433667,8334,8784.31,744,East
1344,2024-09-30,Instagram,117972,2954,1500.16,60,West
1345,2025-04-24,Google,362913,22284,7787.15,1898,East
1346,2024-06-28,Instagram,368928,11387,8880.3,481,North
1347,2025-10-03,Instagram,301380,7632,5722.75,529,South
1348,2025-10-02,Facebook,358083,15577,3893.23,1100,East
1349,2025-06-19,Instagram,94539,3232,1510.7,181,South
1350,2024-06-03,Google,134216,7641,3322.54,562,West
1351,2024-12-21,Instagram,34901,1025,330.7,100,West
1352,2025-02-04,YouTube,120035,2224,1494.59,100,South
1353,2024-12-30,Instagram,114523,3974,989.21,349,East
1354,2025-06-29,Facebook,112897,4902,1579.13,344,South
1355,2024-05-09,Google,202354,11266,2951.07,1031,East
1356,2025-03-26,Instagram,243990,6233,1225.86,349,East
1357,2024-01-23,YouTube,484138,7697,10253.0,215,East
1358,2025-11-23,Google,46489,2915,708.26,81,South
1359,2025-11-22,Google,314124,18377,4409.39,1173,East
1360,2025-04-19,Facebook,69724,2601,736.85,89,North
1361,2025-11-27,Instagram,183888,4765,1336.37,265,East
1362,2024-07-14,Facebook,316068,13815,7333.18,329,West
1363,2024-09-07,Facebook,325615,12088,3735.11,1190,West
1364,2025-07-17,YouTube,208813,3424,5086.3,167,North
1365,2024-01-06,Facebook,457203,16265,9977.67,1073,East
1366,2025-12-19,Instagram,41120,1197,744.53,43,West
1367,2025-12-21,Google,187078,10906,1944.7,1020,North
1368,2024-01-12,Facebook,424216,18261,8067.41,945,West
1369,2025-03-04,Google,89073,5253,1683.02,440,North
1370,2025-09-19,Instagram,21412,692,307.97,52,East
1371,2024-01-18,Facebook,67659,2719,1288.51,174,West
1372,2025-11-03,Facebook,417448,18257,8763.6,1348,West
1373,2025-02-18,Google,363594,20416,4335.85,943,South
1374,2024-11-04,Google,298870,16533,2349.37,1110,West
1375,2024-03-05,Google,59980,3655,731.51,172,West
1376,2024-02-23,Google,421722,27312,7407.01,1587,South
1377,2025-01-01,Facebook,148326,6582,1244.17,345,West
1378,2024-01-11,Facebook,382148,17052,6414.61,1617,East
1379,2024-12-12,Google,485930,29062,5235.58,2401,North
1380,2025-04-21,Facebook,465969,17148,4745.67,1218,South
1381,2025-12-23,YouTube,457663,9933,6667.2,413,East
1382,2024-08-17,YouTube,456305,9377,5970.41,236,South
1383,2025-12-25,YouTube,349758,7048,3228.44,545,South
1384,2024-06-06,YouTube,352036,7890,4502.98,668,North
1385,2024-03-16,YouTube,162589,3839,3773.22,274,East
1386,2025-07-25,Instagram,453585,12914,4984.58,433,South
1387,2024-09-14,Facebook,352185,12368,5463.47,438,East
1388,2025-11-05,Google,192529,11823,2347.26,412,West
1389,2024-10-24,YouTube,38605,613,311.56,20,North
1390,2024-06-19,Google,57478,3714,684.46,364,West
1391,2024-01-07,YouTube,495614,9589,4409.49,363,East
1392,2025-09-19,Instagram,162314,5409,3956.67,192,North
1393,2025-12-24,Instagram,108252,3325,1057.66,260,East
1394,2024-01-10,Google,459256,27102,10612.18,858,North
1395,2025-11-16,Google,119728,7171,2887.72,307,South
1396,2024-08-12,Facebook,207553,9076,2132.42,416,East
1397,2024-09-14,Instagram,207897,6846,3746.43,682,East
1398,2024-02-27,Google,368799,23608,7652.95,2135,South
1399,2024-02-25,Facebook,342376,15193,5574.65,503,North
1400,2024-12-08,Google,285577,15985,5396.05,999,East
1401,2024-07-08,Google,276817,15792,2334.47,1150,West
1402,2024-04-15,Instagram,361019,10439,6765.09,562,East
1403,2025-03-18,Instagram,138512,4128,2550.4,397,West
1404,2025-11-14,Facebook,361961,14097,4898.18,423,North
1405,2025-07-29,Facebook,60702,2359,1501.79,59,North
1406,2025-04-08,Google,186377,10902,4007.92,779,West
